	nn	opentime	price	volume	numtrade	minper	maxper	RSI	MA2_1_perc	MA2_2_perc	MA1d30_perc	Lev24hMAX_perc	Lev24hMIN_perc	Lev7dMAX_perc	Lev7dMIN_perc
6385	6385.0	0.5208	0.00056018	91271.0	252.0	-0.92	3.72	0.919	-1.7586	-2.8735	-19.817	2.817	-12.6192	19.4634	-24.6581
6386	6386.0	0.5312	0.00057319	48079.0	131.0	-3.17	1.74	0.9559	-3.2862	-4.6592	-21.6369	0.4833	-14.6025	16.7519	-26.3682
6387	6387.0	0.5417	0.00056814	137143.0	322.0	-2.31	2.72	0.7926	-1.8644	-3.4639	-20.9404	1.3764	-13.8434	17.7896	-25.7137
6388	6388.0	0.5521	0.00056445	111657.0	231.0	-1.67	3.39	0.6918	-0.7596	-2.4939	-20.4235	2.9321	-13.2802	18.5597	-25.2281
6389	6389.0	0.5625	0.00055755	79737.0	140.0	-0.46	4.67	0.5416	0.7694	-1.0054	-19.4387	4.2059	-12.207	20.0269	-24.3028
6390	6390.0	0.5729	0.00056483	147235.0	228.0	-0.57	3.32	0.6383	-0.1965	-1.9541	-20.4771	2.8628	-13.3385	18.4799	-25.2784
6391	6391.0	0.5833	0.00057399	124963.0	254.0	-2.15	1.67	0.7238	-1.5031	-3.0904	-21.7461	1.2213	-14.7215	16.5891	-26.4708
6392	6392.0	0.5938	0.00057706	76013.0	138.0	-2.67	2.24	0.7472	-1.6699	-3.1662	-22.1625	1.1333	-15.1752	15.9689	-26.862
6393	6393.0	0.6042	0.00057575	47588.0	111.0	-2.45	2.74	0.717	-1.1081	-2.5433	-21.9854	1.3634	-14.9822	16.2327	-26.6956
6394	6394.0	0.6146	0.0005789	96873.0	211.0	-2.98	2.18	0.7458	-1.5229	-2.6555	-22.4099	0.8119	-15.4448	15.6003	-27.0945
6395	6395.0	0.625	0.0005805	74613.0	179.0	-3.25	2.55	0.7603	-1.5282	-2.4992	-22.6237	0.534	-15.6779	15.2817	-27.2954
6396	6396.0	0.6354	0.0005795	93450.0	168.0	-3.08	4.81	0.73	-1.0336	-1.9241	-22.4902	2.0777	-15.5324	15.4806	-27.17
6397	6397.0	0.6458	0.00057968	158318.0	326.0	-3.11	5.23	0.7322	-0.5872	-1.6108	-22.5143	2.046	-15.5586	15.4447	-27.1926
6398	6398.0	0.6562	0.00056729	78728.0	120.0	-1.0	7.53	0.4394	1.6383	0.6138	-20.8219	4.2747	-13.7143	17.9661	-25.6024
6399	6399.0	0.6667	0.00056214	36640.0	97.0	-0.09	8.51	0.368	2.3059	1.5542	-20.0965	5.23	-12.9238	19.0469	-24.9208
6400	6400.0	0.6771	0.00056774	104008.0	132.0	-0.03	9.73	0.476	1.0916	0.6413	-20.8847	7.44	-13.5432	17.8726	-25.6614
6401	6401.0	0.6875	0.00057481	139525.0	406.0	-0.07	9.79	0.5814	-0.1722	-0.5778	-21.8578	6.1185	-14.6066	16.4228	-26.5757
6402	6402.0	0.6979	0.00058525	165429.0	343.0	-0.69	12.81	0.6891	-1.8174	-2.1565	-23.2517	4.2255	-16.1299	14.346	-27.8855
6403	6403.0	0.7083	0.00058825	174980.0	175.0	-0.68	12.24	0.7137	-2.1534	-2.3857	-23.6431	3.694	-16.5576	13.7629	-28.2533
6404	6404.0	0.7188	0.0005875	149763.0	327.0	-0.22	12.38	0.6976	-1.8583	-1.9212	-23.5456	7.4213	-16.3813	13.9081	-28.1617
6405	6405.0	0.7292	0.00059394	492697.0	618.0	-0.36	11.16	0.7535	-2.6223	-2.658	-24.3746	6.2565	-17.2879	12.673	-28.9406
6406	6406.0	0.7396	0.00059885	522635.0	814.0	-1.18	10.25	0.7883	-2.762	-3.1793	-24.9947	5.3853	-17.9661	11.7492	-29.5233
6407	6407.0	0.75	0.00059657	340938.0	426.0	-0.8	10.67	0.7323	-1.6689	-2.5913	-24.708	5.7881	-17.6526	12.1763	-29.2539
6408	6408.0	0.7604	0.00060507	129675.0	194.0	-0.45	9.12	0.7955	-2.2791	-3.6366	-25.7657	9.1163	-18.7201	10.6004	-30.2477
6409	6409.0	0.7708	0.0006089	475634.0	966.0	-1.63	8.43	0.8181	-2.1939	-3.9143	-26.2327	8.43	-19.2314	9.9047	-30.6865
6410	6410.0	0.7812	0.0006184	2380495.0	738.0	-3.14	6.76	0.8621	-3.0264	-4.9818	-27.3659	6.7642	-20.4722	8.2164	-31.7513
6411	6411.0	0.7917	0.0006311	1276071.0	1902.0	-5.09	4.62	0.8999	-4.1291	-6.3488	-28.8275	4.6158	-22.0726	6.0387	-33.1247
6412	6412.0	0.8021	0.00064979	1078329.0	1006.0	-7.82	0.49	0.9319	-5.6884	-8.3232	-30.8747	1.6067	-24.2832	2.9887	-35.0482
6413	6413.0	0.8125	0.000633	1683379.0	602.0	-6.27	1.56	0.6979	-2.4155	-5.1995	-29.0412	4.3017	-22.2749	5.7204	-33.3254
6414	6414.0	0.8229	0.00063316	1205485.0	626.0	-6.58	1.53	0.6987	-1.7628	-4.4756	-29.0591	4.2754	-22.2945	5.6937	-33.3423
6415	6415.0	0.8333	0.00062855	3013285.0	1143.0	-6.4	0.23	0.6389	-0.4063	-3.1301	-28.5388	5.0402	-21.7246	6.4689	-32.8534
6416	6416.0	0.8438	0.00062855	859906.0	912.0	-6.58	0.07	0.6389	0.0607	-2.5601	-28.5388	5.0402	-21.6594	6.4689	-32.8534
6417	6417.0	0.8542	0.00061308	281073.0	427.0	-4.22	1.73	0.4593	2.6707	0.2013	-26.7356	7.6907	-19.6826	9.1554	-31.1591
6418	6418.0	0.8646	0.00060444	396745.0	396.0	-2.86	3.2	0.3882	3.8496	1.8121	-25.6884	9.23	-18.5345	10.7157	-30.175
6419	6419.0	0.875	0.00060737	134300.0	185.0	-3.32	2.7	0.4235	2.8603	1.5391	-26.0468	8.7031	-18.9275	10.1816	-30.5119
6420	6420.0	0.8854	0.00060677	360080.0	452.0	-3.23	2.81	0.4178	2.0757	1.7805	-25.9737	8.8106	-18.8473	10.2906	-30.4432
6421	6421.0	0.8958	0.00061624	142361.0	291.0	-4.72	1.23	0.5344	0.1671	0.4045	-27.1113	7.1385	-20.0944	8.5957	-31.5121
6422	6422.0	0.9062	0.00060624	259881.0	413.0	-3.52	2.89	0.4286	1.2644	2.167	-25.909	8.9057	-18.7764	10.387	-30.3824
6423	6423.0	0.9167	0.0006015	237389.0	287.0	-2.76	3.71	0.3863	1.5002	2.9326	-25.3251	9.7639	-18.1363	11.2569	-29.8337
6424	6424.0	0.9271	0.00059699	246081.0	335.0	-2.03	4.49	0.3482	1.6062	3.5772	-24.761	10.5931	-16.8328	12.0974	-29.3037
6425	6425.0	0.9375	0.0005884	180274.0	301.0	-0.6	6.01	0.2856	2.5652	4.7494	-23.6626	12.2077	-15.6186	13.7339	-28.2716
6426	6426.0	0.9479	0.000595	97335.0	146.0	-3.19	4.84	0.3848	1.2292	3.183	-24.5094	10.963	-16.5546	12.4723	-29.0672
6427	6427.0	0.9583	0.00059661	299033.0	656.0	-3.46	4.56	0.4082	0.7306	2.3103	-24.7131	10.6636	-16.7798	12.1688	-29.2586
6428	6428.0	0.9688	0.00062128	372834.0	542.0	-7.29	0.26	0.6476	-2.9773	-1.8781	-27.7026	6.2693	-19.2828	7.7147	-32.0677
6429	6429.0	0.9792	0.00061208	200991.0	281.0	-5.9	0.88	0.5507	-1.604	-0.6328	-26.6159	7.8666	-18.0695	9.3337	-31.0466
6430	6430.0	0.9896	0.00061374	270734.0	280.0	-6.15	0.0	0.5644	-1.7173	-1.0624	-26.8144	7.5749	-18.2911	9.038	-31.2331
6431	6431.0	0.0	0.00060719	243835.0	502.0	-5.14	0.78	0.4948	-0.54	-0.2297	-26.0249	8.7353	-17.4097	10.2143	-30.4913
6432	6432.0	0.0104	0.00058804	174984.0	358.0	-2.05	4.07	0.3483	2.5088	2.7355	-23.6159	12.2764	-14.6759	13.8035	-28.2277
6433	6433.0	0.0208	0.00059232	115391.0	149.0	-2.76	3.31	0.395	1.8508	1.8568	-24.1678	11.4651	-15.2924	12.9812	-28.7463
6434	6434.0	0.0312	0.00059038	52783.0	137.0	-2.44	3.65	0.3806	2.0876	1.9996	-23.9186	11.8314	-15.0141	13.3524	-28.5121
6435	6435.0	0.0417	0.00058883	244478.0	445.0	-2.18	3.93	0.3681	2.1912	2.065	-23.7183	12.1257	-14.7903	13.6508	-28.324
6436	6436.0	0.0521	0.0005801	174973.0	169.0	-0.51	5.49	0.3026	2.8418	3.1857	-22.5704	13.8131	-13.4029	15.3611	-27.2453
6437	6437.0	0.0625	0.00058572	185312.0	226.0	-1.46	5.28	0.3848	1.2924	1.962	-23.3133	12.7211	-14.2338	14.2543	-27.9434
6438	6438.0	0.0729	0.00057835	449740.0	515.0	-0.11	8.67	0.326	1.8183	2.9945	-22.3361	14.1575	-13.1408	15.7102	-27.0252
6439	6439.0	0.0833	0.00059996	254230.0	303.0	-3.71	5.42	0.5573	-1.9997	-0.6823	-25.1335	10.0457	-16.2694	11.5424	-29.6536
6440	6440.0	0.0938	0.00060955	174739.0	225.0	-5.23	3.77	0.6241	-3.1004	-2.0135	-26.3113	8.3143	-17.0831	9.7875	-30.7604
6441	6441.0	0.1042	0.0006008	154726.0	271.0	-3.84	5.28	0.5377	-1.5128	-0.5221	-25.2381	9.8918	-15.8755	11.3865	-29.752
6442	6442.0	0.1146	0.00060234	93571.0	239.0	-4.09	5.01	0.5505	-1.5164	-0.713	-25.4293	9.6109	-16.0906	11.1017	-29.9316
6443	6443.0	0.125	0.00058307	108742.0	220.0	-0.92	8.48	0.3923	1.6149	2.1315	-22.9648	13.2334	-13.3174	14.7735	-27.6159
6444	6444.0	0.1354	0.00057924	98748.0	200.0	-0.27	9.19	0.3678	2.2683	2.4288	-22.4554	13.9821	-12.3541	15.5324	-27.1373
6445	6445.0	0.1458	0.0005881	169997.0	395.0	-0.0	7.55	0.459	0.7781	0.595	-23.6236	12.2649	-13.6745	13.7919	-28.235
6446	6446.0	0.1562	0.00060694	238610.0	378.0	-2.79	4.21	0.6016	-1.7613	-2.5303	-25.9944	8.7801	-16.3542	10.2597	-30.4626
6447	6447.0	0.1667	0.00061156	185080.0	338.0	-3.53	3.42	0.6295	-2.2663	-3.0102	-26.5535	7.9583	-16.9861	9.4267	-30.988
6448	6448.0	0.1771	0.0006285	258987.0	380.0	-6.13	0.64	0.715	-4.5237	-5.2406	-28.5331	5.0485	-18.3644	6.4773	-32.8481
6449	6449.0	0.1875	0.00061883	229225.0	270.0	-4.66	1.8	0.6198	-2.6675	-3.4534	-27.4164	6.69	-17.0887	8.1412	-31.7987
6450	6450.0	0.1979	0.00062169	136438.0	167.0	-5.1	1.34	0.6365	-2.7262	-3.5452	-27.7503	6.1992	-17.4701	7.6437	-32.1125
6451	6451.0	0.2083	0.00062175	160818.0	327.0	-5.11	0.77	0.6369	-1.958	-3.1079	-27.7572	6.189	-17.4781	7.6333	-32.119
6452	6452.0	0.2188	0.0006039	246823.0	302.0	-2.3	2.33	0.4639	1.4504	-0.0433	-24.424	9.3277	-14.0669	10.8147	-24.2921
6453	6453.0	0.2292	0.00060801	176674.0	248.0	-2.96	1.64	0.5004	1.1739	-0.3937	-24.9348	8.5887	-14.6478	10.0656	-24.8039
6454	6454.0	0.2396	0.00059218	154834.0	338.0	-0.03	4.35	0.3832	3.5669	2.1813	-22.9282	11.4914	-12.3662	13.0079	-22.7937
6455	6455.0	0.25	0.0006163	145565.0	257.0	-3.74	0.27	0.5645	-0.3902	-1.7447	-25.9446	7.128	-15.7959	8.5851	-25.8153
6456	6456.0	0.2604	0.00060954	119666.0	194.0	-2.67	0.51	0.515	0.3257	-0.5594	-25.1233	8.3161	-13.73	9.7893	-24.9926
6457	6457.0	0.2708	0.00059995	96269.0	114.0	-1.12	2.12	0.4497	1.536	1.0035	-23.9264	10.0475	-12.351	11.5443	-23.7936
6458	6458.0	0.2812	0.00060025	31798.0	106.0	-1.17	2.07	0.4523	1.0387	1.1439	-23.9644	9.9925	-12.3948	11.4885	-23.8317
6459	6459.0	0.2917	0.0005959	29259.0	101.0	-0.44	2.81	0.4196	1.2341	2.0686	-23.4094	10.7954	-11.7553	12.3024	-23.2757
6460	6460.0	0.3021	0.00059444	116795.0	244.0	-0.07	3.07	0.4081	1.2838	2.3904	-23.2212	11.0676	-10.9498	12.5782	-23.0873
6461	6461.0	0.3125	0.00060816	53731.0	89.0	-1.82	0.74	0.5452	-0.9981	0.0938	-24.9534	8.5619	-12.9588	10.0385	-24.8224
6462	6462.0	0.3229	0.00060712	70219.0	151.0	-1.65	0.91	0.5343	-0.5209	0.2165	-24.8248	8.7479	-12.8097	10.227	-24.6936
6463	6463.0	0.3333	0.00060594	28202.0	117.0	-1.46	0.97	0.5204	-0.5409	0.1635	-24.6784	8.9596	-12.6399	10.4416	-24.547
6464	6464.0	0.3438	0.00060871	30143.0	116.0	-1.9	0.93	0.5522	-1.0105	-0.4031	-25.0212	8.4638	-13.0374	9.9391	-24.8903
6465	6465.0	0.3542	0.0006044	55500.0	146.0	-1.2	2.08	0.4929	-0.2126	0.1164	-24.4865	9.2373	-12.4173	10.723	-24.3547
6466	6466.0	0.3646	0.00060091	24735.0	88.0	-0.63	3.32	0.4476	0.3807	0.4666	-24.0479	9.8717	-11.9086	11.3661	-23.9154
6467	6467.0	0.375	0.00059818	31706.0	91.0	-0.18	6.41	0.4129	0.8864	0.8614	-23.7013	10.3731	-11.5066	11.8744	-23.5682
6468	6468.0	0.3854	0.00060327	86692.0	176.0	-0.35	5.51	0.4976	0.2182	-0.042	-24.345	9.4419	-10.2956	10.9304	-24.213
6469	6469.0	0.3958	0.00060569	14848.0	60.0	-0.24	8.55	0.5348	-0.2332	-0.2927	-24.6473	9.0046	-10.654	10.4872	-24.5158
6470	6470.0	0.4062	0.000606	47401.0	91.0	-0.17	8.91	0.5399	-0.3073	-0.457	-24.6859	8.9488	-10.6997	10.4307	-24.5545
6471	6471.0	0.4167	0.00060691	50225.0	58.0	-0.17	10.27	0.5565	-0.4368	-0.6351	-24.7988	8.7855	-10.8336	10.2651	-24.6676
6472	6472.0	0.4271	0.00060596	24279.0	61.0	-0.0	10.44	0.533	-0.3375	-0.4132	-24.6809	8.956	-8.4098	10.438	-24.5495
6473	6473.0	0.4375	0.00060918	74095.0	232.0	-0.36	9.85	0.5998	-0.7662	-0.8419	-25.079	8.3801	-8.8939	9.8542	-24.9483
6474	6474.0	0.4479	0.00060763	50055.0	186.0	-0.0	10.13	0.5552	-0.3748	-0.4603	-24.8879	8.6566	-8.6615	10.1345	-24.7568
6475	6475.0	0.4583	0.00061495	165843.0	260.0	-0.34	8.82	0.6844	-1.2198	-1.4228	-25.782	7.3632	-9.7488	8.8235	-25.6525
6476	6476.0	0.4688	0.00061843	203993.0	447.0	-0.42	8.21	0.7282	-1.4692	-1.8668	-26.1996	8.2111	-10.2566	8.2111	-26.0709
6477	6477.0	0.4792	0.0006348	191135.0	282.0	-1.72	5.42	0.8457	-3.4369	-4.1067	-28.1028	5.4206	-12.5709	5.4206	-27.9773
6478	6478.0	0.4896	0.00063571	528088.0	809.0	-0.5	5.27	0.8499	-2.9909	-3.9318	-28.2057	5.2697	-12.696	5.2697	-28.0804
6479	6479.0	0.5	0.00065301	352370.0	534.0	-2.76	2.48	0.9065	-4.6785	-6.0246	-30.1077	2.4808	-15.009	2.4808	-29.9858
6480	6480.0	0.5104	0.00065345	370289.0	754.0	-2.82	2.41	0.9075	-3.8343	-5.5875	-30.1548	2.4118	-14.0516	2.4118	-30.0329
6481	6481.0	0.5208	0.00066898	123039.0	297.0	-5.08	0.0	0.9364	-4.9493	-7.1009	-31.7762	0.0344	-16.0468	0.0344	-31.6571
6482	6482.0	0.5312	0.00066274	145355.0	314.0	-4.19	0.76	0.8167	-3.0149	-5.5767	-31.1338	0.9763	-15.2564	0.9763	-31.0137
6483	6483.0	0.5417	0.00065357	162833.0	390.0	-2.84	2.18	0.6698	-0.9155	-3.7388	-30.1676	2.393	-14.0674	2.393	-30.0457
6484	6484.0	0.5521	0.00064334	223597.0	311.0	-0.46	3.8	0.5427	1.144	-1.818	-29.0572	4.0212	-12.7009	4.0212	-28.9334
6485	6485.0	0.5625	0.00065249	166367.0	253.0	-1.85	2.35	0.6183	0.0646	-2.7198	-30.052	2.5625	-13.9251	2.5625	-29.93
6486	6486.0	0.5729	0.0006475	129193.0	151.0	-1.1	3.14	0.5595	1.0633	-1.5522	-29.5129	3.3529	-13.2618	3.3529	-29.39
6487	6487.0	0.5833	0.00064641	95334.0	154.0	-0.82	3.31	0.5462	1.1061	-0.969	-29.3941	3.5272	-13.1155	3.5272	-29.2709
6488	6488.0	0.5938	0.00064345	24263.0	85.0	-0.46	3.78	0.5081	1.377	-0.1584	-29.0693	4.0034	-12.7158	4.0034	-28.9455
6489	6489.0	0.6042	0.00064597	111318.0	351.0	-1.07	3.38	0.54	0.5362	-0.1522	-29.346	3.5977	-13.0563	3.5977	-29.2227
6490	6490.0	0.6146	0.00066257	209564.0	500.0	-3.55	0.79	0.6929	-1.9858	-2.1747	-31.1162	1.0022	-15.2346	1.0022	-30.996
6491	6491.0	0.625	0.00066564	160670.0	382.0	-4.14	0.32	0.7135	-2.2112	-2.153	-31.4339	0.5363	-15.6256	0.5363	-31.3142
6492	6492.0	0.6354	0.00065596	93345.0	154.0	-2.96	1.07	0.5725	-0.5277	-0.494	-30.422	2.0199	-12.1913	2.0199	-30.3006
6493	6493.0	0.6458	0.000655	72135.0	167.0	-2.82	1.22	0.5597	-0.334	-0.1519	-30.3201	2.1695	-12.0626	2.1695	-30.1985
6494	6494.0	0.6562	0.00065959	109462.0	214.0	-3.5	0.52	0.6085	-0.7984	-0.7802	-30.8049	1.4585	-12.6745	1.4585	-30.6842
6495	6495.0	0.6667	0.00066037	69796.0	114.0	-3.78	0.23	0.6169	-0.6513	-0.8275	-30.8867	1.3386	-12.7777	1.3386	-30.7661
6496	6496.0	0.6771	0.000658	44349.0	106.0	-3.43	0.0	0.5732	-0.0171	-0.5816	-30.6377	1.7036	-12.4635	1.7036	-30.5167
6497	6497.0	0.6875	0.00065433	205767.0	441.0	-2.89	0.21	0.5082	0.7034	-0.1096	-30.2487	2.2741	-11.9726	2.2741	-30.127
6498	6498.0	0.6979	0.00064245	73874.0	209.0	-1.94	1.75	0.3558	2.1741	1.6221	-28.9589	4.1653	-10.3448	4.1653	-28.8349
6499	6499.0	0.7083	0.00064464	149661.0	278.0	-3.05	1.4	0.3948	1.4198	1.2903	-29.2002	3.8114	-10.6494	3.8114	-29.0767
6500	6500.0	0.7188	0.00064985	240307.0	259.0	-3.83	0.25	0.482	0.4892	0.4512	-29.7678	2.9791	-11.3657	2.9791	-29.6453
6501	6501.0	0.7292	0.0006408	94617.0	202.0	-2.47	1.41	0.3731	1.6314	1.8001	-28.776	4.4335	-10.1139	4.4335	-28.6517
6502	6502.0	0.7396	0.00063976	142882.0	133.0	-2.31	1.57	0.3621	1.4091	1.8963	-28.6602	4.6033	-9.9678	4.6033	-28.5357
6503	6503.0	0.75	0.00063798	33259.0	70.0	-2.15	1.85	0.3421	1.2534	2.1235	-28.4611	4.8951	-9.7166	4.8951	-28.3363
6504	6504.0	0.7604	0.00063701	122350.0	167.0	-3.93	2.01	0.3304	0.9957	2.1852	-28.3522	5.0549	-9.5791	5.0549	-28.2272
6505	6505.0	0.7708	0.00063815	128129.0	223.0	-4.1	1.83	0.3603	0.4983	1.7476	-28.4802	4.8672	-9.7407	4.8672	-28.3554
6506	6506.0	0.7812	0.00064627	132248.0	247.0	-5.3	0.55	0.5333	-0.6905	0.2693	-29.3788	3.5496	-10.8747	3.5496	-29.2556
6507	6507.0	0.7917	0.00064807	174526.0	443.0	-5.57	0.15	0.5638	-0.9002	-0.0903	-29.5749	3.262	-11.1223	3.262	-29.4521
6508	6508.0	0.8021	0.00063179	390203.0	372.0	-3.13	0.55	0.3337	1.2961	2.2392	-27.7602	5.9229	-8.832	5.9229	-27.6342
6509	6509.0	0.8125	0.00062779	164158.0	238.0	-2.52	1.01	0.2987	1.6825	2.553	-27.2999	6.5977	-8.2512	6.5977	-27.1731
6510	6510.0	0.8229	0.00063058	44970.0	120.0	-2.95	1.74	0.3538	1.0506	1.7843	-27.6216	6.1261	-8.6571	6.1261	-27.4953
6511	6511.0	0.8333	0.0006278	227869.0	221.0	-2.52	2.83	0.3242	1.2954	1.9143	-27.3011	6.596	-8.2526	6.596	-27.1743
6512	6512.0	0.8438	0.00063366	112806.0	177.0	-3.42	1.98	0.4395	0.2925	0.7543	-27.9734	5.6103	-9.1011	5.6103	-27.8477
6513	6513.0	0.8542	0.00062433	137057.0	496.0	-1.97	3.5	0.3337	1.5146	2.0665	-26.897	7.1885	-7.7427	7.1885	-26.7695
6514	6514.0	0.8646	0.00062063	76709.0	173.0	-1.39	4.3	0.3003	1.6034	2.4171	-26.4612	7.8275	-7.1927	7.8275	-26.3329
6515	6515.0	0.875	0.00061764	47288.0	191.0	-0.16	4.8	0.2744	1.4794	2.5652	-26.1052	8.3495	-6.7434	8.3495	-25.9763
6516	6516.0	0.8854	0.00062315	113187.0	180.0	-0.58	3.88	0.3879	0.4088	1.4695	-26.7586	7.3915	-7.568	7.3915	-26.6308
6517	6517.0	0.8958	0.0006255	44897.0	118.0	-0.26	3.49	0.4322	-0.0142	0.9363	-27.0338	6.988	-7.9153	6.988	-26.9065
6518	6518.0	0.9062	0.00062536	188789.0	260.0	-0.03	3.51	0.43	-0.0961	0.8244	-27.0175	7.012	-7.8947	7.012	-26.8901
6519	6519.0	0.9167	0.00062982	183838.0	413.0	-0.0	2.78	0.5193	-0.7635	0.0343	-27.5343	6.2542	-8.5469	6.2542	-27.4078
6520	6520.0	0.9271	0.00064116	103776.0	303.0	-1.42	1.38	0.6718	-2.3725	-1.7037	-28.8159	4.3749	-10.1644	4.3749	-28.6917
6521	6521.0	0.9375	0.00064488	123379.0	217.0	-1.99	1.2	0.7073	-2.5373	-2.2851	-29.2266	3.7728	-10.6826	3.7728	-29.1031
6522	6522.0	0.9479	0.00063403	301101.0	180.0	-0.31	2.93	0.5169	-0.6053	-0.7605	-28.0154	5.5486	-9.1541	5.5486	-27.8898
6523	6523.0	0.9583	0.00064146	375626.0	356.0	-1.2	4.14	0.6024	-1.2924	-1.8095	-28.8492	4.3261	-10.2064	4.3261	-28.7251
6524	6524.0	0.9688	0.00064	163709.0	165.0	-0.97	4.37	0.5789	-0.7381	-1.4583	-28.6869	4.5641	-10.0016	4.5641	-28.5625
6525	6525.0	0.9792	0.00063378	92931.0	103.0	-0.0	5.4	0.4849	0.3994	-0.4576	-27.9871	5.5903	-9.1183	5.5903	-27.8614
6526	6526.0	0.9896	0.00063763	126631.0	101.0	-0.47	4.76	0.539	0.0337	-0.9558	-28.4219	4.9527	-9.667	4.9527	-28.297
6527	6527.0	0.0	0.00063759	66878.0	64.0	-0.46	4.77	0.5383	0.1923	-0.9085	-28.4174	4.9593	-9.6614	4.9593	-28.2925
6528	6528.0	0.0104	0.00063839	206285.0	195.0	-0.44	4.64	0.5516	0.0125	-0.8859	-28.5071	4.8278	-9.5067	4.8278	-28.3823
6529	6529.0	0.0208	0.000643	235243.0	302.0	-0.42	3.89	0.6243	-0.7411	-1.3645	-29.0196	4.0762	-10.1555	4.0762	-28.8958
6530	6530.0	0.0312	0.00064667	85692.0	290.0	-0.52	3.3	0.6735	-1.06	-1.625	-29.4225	3.4855	-10.6654	3.4855	-29.2993
6531	6531.0	0.0417	0.00064685	111653.0	159.0	-0.54	3.27	0.6759	-0.9834	-1.4082	-29.4421	3.4568	-10.6903	3.4568	-29.319
6532	6532.0	0.0521	0.00064939	551272.0	734.0	-0.0	2.87	0.7112	-1.19	-1.5485	-29.7181	3.0521	-11.0396	3.0521	-29.5955
6533	6533.0	0.0625	0.0006622	133350.0	257.0	-1.51	0.88	0.8241	-2.5649	-3.0822	-31.0777	1.0586	-12.7605	1.0586	-30.9574
6534	6534.0	0.0729	0.00065981	98995.0	154.0	-2.34	1.24	0.7595	-1.7918	-2.4281	-30.828	1.4247	-12.4445	1.4247	-30.7073
6535	6535.0	0.0833	0.00065302	45188.0	113.0	-1.87	2.29	0.6028	-0.4753	-1.2925	-30.1088	2.4793	-11.5341	2.4793	-29.9868
6536	6536.0	0.0938	0.00066033	165779.0	303.0	-2.95	1.16	0.6846	-1.1617	-2.2292	-30.8825	1.3448	-10.6507	1.3448	-30.7619
6537	6537.0	0.1042	0.00066453	279855.0	213.0	-3.57	0.52	0.7228	-1.3814	-2.5411	-31.3193	0.7043	-11.2154	0.7043	-31.1995
6538	6538.0	0.1146	0.00066239	83755.0	171.0	-3.25	0.75	0.6742	-0.7662	-2.0156	-31.0974	1.0296	-10.9286	1.0296	-30.9772
6539	6539.0	0.125	0.00066008	169550.0	187.0	-2.92	1.1	0.6216	-0.1684	-1.4699	-30.8563	1.3832	-10.6169	1.3832	-30.7357
6540	6540.0	0.1354	0.00066567	73834.0	193.0	-3.73	0.26	0.6899	-0.701	-1.978	-31.4369	0.5318	-11.3675	0.5318	-31.3173
6541	6541.0	0.1458	0.00066058	48148.0	213.0	-2.99	0.0	0.5789	0.0335	-0.991	-30.9086	1.3064	-10.6845	1.3064	-30.7881
6542	6542.0	0.1562	0.00065615	143569.0	116.0	-3.02	0.11	0.4976	0.6391	-0.134	-30.4422	1.9904	-10.0815	1.9904	-30.3208
6543	6543.0	0.1667	0.00065412	85520.0	251.0	-2.72	0.42	0.4628	0.9725	0.3362	-30.2263	2.3069	-9.8025	2.3069	-30.1046
6544	6544.0	0.1771	0.00064431	115872.0	285.0	-1.24	1.95	0.3321	2.1991	1.8775	-29.164	3.8646	-7.9248	3.8646	-29.0404
6545	6545.0	0.1875	0.00065114	38284.0	75.0	-2.27	0.88	0.4567	0.87	0.8546	-29.907	2.7751	-8.8906	2.7751	-29.7847
6546	6546.0	0.1979	0.00065432	51358.0	136.0	-2.75	0.39	0.5067	0.2256	0.4406	-30.2476	2.2756	-9.3334	2.2756	-30.1259
6547	6547.0	0.2083	0.00065218	82552.0	109.0	-2.43	0.64	0.4726	0.4031	0.7987	-30.0188	2.6112	-9.0358	2.6112	-29.8967
6548	6548.0	0.2188	0.00064978	42462.0	90.0	-2.07	1.01	0.4343	0.4682	1.0435	-28.8952	2.9902	-8.6999	2.9902	-26.7444
6549	6549.0	0.2292	0.00065237	20999.0	57.0	-2.46	0.61	0.4867	-0.0879	0.5663	-29.1775	2.5814	-9.0623	2.5814	-27.0353
6550	6550.0	0.2396	0.00065134	56824.0	69.0	-2.3	0.77	0.4666	-0.0223	0.7082	-29.0655	2.7436	-8.9185	2.7436	-26.9199
6551	6551.0	0.25	0.00064734	116148.0	347.0	-1.7	1.39	0.3932	0.4646	1.1967	-28.6272	3.3784	-8.3557	3.3784	-26.4683
6552	6552.0	0.2604	0.00064103	82874.0	131.0	-0.25	2.39	0.305	1.3896	1.9484	-27.9246	4.3961	-6.8499	4.3961	-25.7445
6553	6553.0	0.2708	0.00064375	44085.0	143.0	-0.47	1.96	0.3755	0.8177	1.3246	-28.2292	3.955	-7.2435	3.955	-26.0583
6554	6554.0	0.2812	0.00065076	54208.0	146.0	-1.54	0.86	0.5214	-0.3367	0.1377	-29.0023	2.8351	-8.2427	2.8351	-26.8548
6555	6555.0	0.2917	0.00065378	44783.0	209.0	-2.0	0.39	0.5717	-0.7665	-0.4461	-29.3303	2.3601	-8.6665	2.3601	-27.1926
6556	6556.0	0.3021	0.00065007	23123.0	81.0	-1.44	0.97	0.4969	-0.1946	0.0143	-28.9269	2.9443	-8.1453	2.9443	-26.7771
