	nn	opentime	price	volume	numtrade	minper	maxper	RSI	MA2_1_perc	MA2_2_perc	MA1d30_perc	Lev24hMAX_perc	Lev24hMIN_perc	Lev7dMAX_perc	Lev7dMIN_perc
6557	6557.0	0.3125	0.00064568	43227.0	64.0	-0.77	1.65	0.4208	0.3545	0.5862	-28.4437	3.6442	-7.5208	3.6442	-26.2793
6558	6558.0	0.3229	0.00064883	27947.0	56.0	-1.25	1.16	0.4866	-0.1811	0.0435	-28.7911	3.141	-7.9697	3.141	-26.6372
6559	6559.0	0.3333	0.0006467	41913.0	64.0	-0.92	1.49	0.4466	0.1353	0.3976	-28.5566	3.4807	-7.6666	3.4807	-26.3955
6560	6560.0	0.3438	0.0006454	28879.0	116.0	-0.73	1.7	0.4219	0.4216	0.5405	-28.4127	3.6892	-6.1233	3.6892	-26.2473
6561	6561.0	0.3542	0.00064365	40560.0	177.0	-0.47	1.97	0.3882	0.6927	0.7034	-28.218	3.9711	-5.8681	3.9711	-26.0468
6562	6562.0	0.3646	0.00064945	23560.0	71.0	-1.94	1.06	0.5326	-0.2317	-0.224	-28.8591	3.0426	-6.7088	3.0426	-26.7072
6563	6563.0	0.375	0.00064852	442706.0	435.0	-1.8	1.21	0.5101	-0.19	-0.0939	-28.7571	3.1903	-6.575	3.1903	-26.6021
6564	6564.0	0.3854	0.00065306	45613.0	82.0	-3.96	0.0	0.6052	-0.8267	-0.7813	-29.2523	2.473	-6.2873	2.473	-27.1124
6565	6565.0	0.3958	0.00064579	16635.0	39.0	-3.27	1.0	0.4441	0.2919	0.2783	-28.4559	3.6266	-5.2324	3.6266	-26.2918
6566	6566.0	0.4062	0.00064834	23665.0	51.0	-3.8	0.6	0.4987	-0.112	-0.1058	-28.7373	3.219	-5.6051	3.219	-26.5817
6567	6567.0	0.4167	0.0006519	50856.0	59.0	-4.45	0.02	0.5679	-0.5578	-0.5402	-29.1265	2.6553	-6.1206	2.6553	-26.9827
6568	6568.0	0.4271	0.0006518	93063.0	33.0	-4.44	0.03	0.5653	-0.4198	-0.4426	-29.1156	2.6711	-6.1062	2.6711	-26.9715
6569	6569.0	0.4375	0.00065167	29937.0	89.0	-4.42	0.0	0.5615	-0.2461	-0.4134	-29.1014	2.6915	-6.0874	2.6915	-26.9569
6570	6570.0	0.4479	0.0006472	74005.0	108.0	-3.76	0.17	0.4414	0.3994	0.2066	-28.6118	3.4008	-5.4388	3.4008	-26.4524
6571	6571.0	0.4583	0.00064189	56755.0	184.0	-2.96	1.0	0.3405	1.1009	0.9506	-28.0212	4.2562	-4.6566	4.2562	-25.844
6572	6572.0	0.4688	0.00063818	101795.0	184.0	-2.4	1.58	0.2871	1.3971	1.4591	-27.6028	4.6727	-4.1023	4.8623	-25.4129
6573	6573.0	0.4792	0.00064107	166156.0	409.0	-2.84	0.66	0.3761	0.848	0.9211	-27.9291	4.2008	-4.5346	4.3895	-25.7491
6574	6574.0	0.4896	0.00062942	158656.0	195.0	-1.36	2.53	0.2369	2.3389	2.606	-26.5952	6.1295	-2.7676	6.3217	-24.3748
6575	6575.0	0.5	0.0006245	90082.0	137.0	-1.26	3.33	0.2004	2.5967	3.1912	-26.0169	6.9656	-2.0016	7.1593	-23.779
6576	6576.0	0.5104	0.00062918	86481.0	126.0	-2.73	2.57	0.3172	1.3841	2.2704	-26.5672	6.1699	-2.7305	6.3622	-24.346
6577	6577.0	0.5208	0.00063224	72873.0	188.0	-3.5	2.07	0.3857	0.5093	1.5939	-26.9226	5.6561	-3.2013	5.8475	-24.7121
6578	6578.0	0.5312	0.00064011	52937.0	182.0	-4.69	0.81	0.5278	-0.8649	0.2572	-27.8211	4.3571	-4.3914	4.5461	-25.6378
6579	6579.0	0.5417	0.00064329	30137.0	122.0	-5.16	0.0	0.5742	-1.3277	-0.3396	-28.1779	3.8412	-4.8641	4.0293	-26.0054
6580	6580.0	0.5521	0.00063355	94979.0	80.0	-3.7	0.82	0.4249	0.0979	1.0637	-27.0737	5.4376	-3.7029	5.6286	-24.8678
6581	6581.0	0.5625	0.00063454	139929.0	203.0	-3.85	0.08	0.4421	-0.1869	0.7611	-27.1875	5.2731	-3.8532	5.4638	-24.985
6582	6582.0	0.5729	0.000628	40318.0	41.0	-2.85	0.33	0.3593	0.8242	1.5567	-26.4292	6.3694	-2.8519	6.5621	-24.2038
6583	6583.0	0.5833	0.00062942	72505.0	134.0	-3.33	0.1	0.3883	0.6945	1.0905	-26.5952	6.1295	-3.0711	6.3217	-24.3748
6584	6584.0	0.5938	0.00062145	49744.0	199.0	-2.09	0.13	0.2995	1.8304	2.0628	-25.6538	7.4905	-1.828	7.6853	-23.4049
6585	6585.0	0.6042	0.00061774	63697.0	227.0	-1.5	0.86	0.2664	2.1486	2.3578	-25.2073	8.1361	-1.2384	8.332	-22.9449
6586	6586.0	0.6146	0.00061473	79469.0	201.0	-1.02	1.84	0.2412	2.1326	2.5645	-24.841	8.6656	-0.7548	8.8624	-22.5676
6587	6587.0	0.625	0.00061648	69618.0	113.0	-1.3	1.92	0.287	1.2991	2.0387	-25.0544	8.3571	-1.0365	8.5534	-22.7874
6588	6588.0	0.6354	0.000619	32672.0	83.0	-1.7	1.51	0.3526	0.5929	1.3856	-25.3595	7.916	-1.7027	8.1115	-23.1018
6589	6589.0	0.6458	0.00061906	25684.0	60.0	-1.71	1.5	0.3543	0.2706	1.2642	-25.3667	7.9055	-1.7123	8.101	-23.1092
6590	6590.0	0.6562	0.000617	9463.0	40.0	-1.38	1.84	0.3214	0.3825	1.5212	-25.1176	8.2658	-1.3841	8.4619	-22.8525
6591	6591.0	0.6667	0.00062114	48729.0	121.0	-2.04	1.16	0.4426	-0.4532	0.7583	-25.6167	7.5442	-2.0414	7.739	-23.3667
6592	6592.0	0.6771	0.00061437	62187.0	149.0	-0.96	2.27	0.3301	0.4997	1.6747	-24.797	8.7293	-0.962	8.9262	-22.5223
6593	6593.0	0.6875	0.0006111	36773.0	104.0	-0.31	2.82	0.2888	0.9017	1.9023	-24.3946	9.3111	-0.432	9.5091	-22.1077
6594	6594.0	0.6979	0.00061637	59184.0	119.0	-0.98	1.94	0.4243	0.0722	0.7398	-25.041	8.3765	-1.2833	8.5728	-22.7737
6595	6595.0	0.7083	0.00062117	86305.0	112.0	-2.25	1.15	0.5213	-0.6067	-0.1715	-25.6203	7.539	-2.0461	7.7338	-23.3704
6596	6596.0	0.7188	0.00062305	73298.0	121.0	-2.88	0.85	0.5555	-0.8254	-0.5957	-25.8447	7.2145	-2.3417	7.4087	-23.6016
6597	6597.0	0.7292	0.00061796	37434.0	93.0	-2.09	0.58	0.4532	-0.0307	0.1148	-25.2339	8.0976	-1.5373	8.2934	-22.9724
6598	6598.0	0.7396	0.00062026	93457.0	61.0	-2.46	0.21	0.5016	-0.3357	-0.3549	-25.5111	7.6968	-1.9024	7.8919	-23.258
6599	6599.0	0.75	0.00061375	26844.0	56.0	-1.43	0.76	0.3882	0.5709	0.6184	-24.721	8.8391	-0.8619	9.0363	-22.444
6600	6600.0	0.7604	0.00061597	17341.0	48.0	-1.78	0.39	0.4387	0.2409	0.2366	-24.9923	8.4468	-1.7761	8.6433	-22.7235
6601	6601.0	0.7708	0.00061757	13970.0	42.0	-2.04	0.13	0.4751	0.1121	0.0076	-25.1867	8.1659	-2.0305	8.3618	-22.9237
6602	6602.0	0.7812	0.00061672	16697.0	43.0	-1.9	0.27	0.4567	0.2572	0.148	-25.0836	8.315	-1.8955	8.5112	-22.8175
6603	6603.0	0.7917	0.00061435	55700.0	128.0	-2.34	0.66	0.4057	0.5052	0.4839	-24.7946	8.7328	-1.5171	8.9298	-22.5197
6604	6604.0	0.8021	0.00061036	72240.0	181.0	-2.44	1.32	0.3327	0.9023	1.0457	-24.3029	9.4436	-0.8782	9.6419	-22.0132
6605	6605.0	0.8125	0.00060723	29094.0	102.0	-1.94	1.84	0.2856	1.2016	1.4593	-23.9127	10.0077	-0.3672	10.207	-21.6113
6606	6606.0	0.8229	0.00060799	55637.0	61.0	-2.06	2.8	0.3132	0.8228	1.1883	-24.0079	9.8702	-0.4918	10.0692	-21.7092
6607	6607.0	0.8333	0.00060559	45269.0	66.0	-1.67	3.21	0.2742	1.0539	1.4926	-23.7067	10.3057	-0.0974	10.5055	-21.399
6608	6608.0	0.8438	0.00060816	150156.0	168.0	-2.08	2.77	0.3718	0.4664	1.0315	-24.0291	9.8395	-2.085	10.0385	-21.7311
6609	6609.0	0.8542	0.0006118	24371.0	68.0	-2.67	2.16	0.4859	-0.2493	0.3806	-24.4811	9.186	-2.6675	9.3838	-22.1968
6610	6610.0	0.8646	0.00061523	15159.0	35.0	-3.21	1.59	0.5715	-0.8357	-0.2434	-24.9021	8.5773	-3.2102	8.774	-22.6306
6611	6611.0	0.875	0.00061425	51649.0	64.0	-3.06	1.75	0.5415	-0.6795	-0.1797	-24.7823	8.7505	-3.0558	8.9475	-22.5071
6612	6612.0	0.8854	0.00061333	288152.0	305.0	-2.91	1.9	0.512	-0.47	-0.0803	-24.6695	8.9136	-2.9103	9.1109	-22.3909
6613	6613.0	0.8958	0.00060263	342563.0	555.0	-1.19	3.71	0.2944	1.2018	1.4988	-23.332	10.8475	-1.1865	11.0482	-21.0129
6614	6614.0	0.9062	0.00060938	96910.0	117.0	-1.09	2.56	0.4625	0.1093	0.3267	-24.1812	9.6196	-2.281	9.8182	-21.8878
6615	6615.0	0.9167	0.00060763	557838.0	588.0	-0.8	2.86	0.4314	0.4396	0.5241	-23.9628	9.9353	-1.9996	10.1345	-21.6629
6616	6616.0	0.9271	0.00061432	246816.0	281.0	-1.89	1.4	0.5626	-0.5288	-0.6059	-24.7909	8.7381	-3.0668	8.9351	-22.516
6617	6617.0	0.9375	0.00061932	92189.0	128.0	-2.68	0.08	0.6358	-1.1801	-1.3803	-25.3981	7.8602	-3.8494	8.0556	-23.1415
6618	6618.0	0.9479	0.00061351	91835.0	166.0	-2.12	0.01	0.5182	-0.2793	-0.4555	-24.6916	8.8817	-2.9388	9.0789	-22.4137
6619	6619.0	0.9583	0.00060816	25539.0	62.0	-1.87	0.89	0.4323	0.4727	0.3961	-24.0291	9.8395	-2.085	10.0385	-21.7311
6620	6620.0	0.9688	0.00061154	47229.0	102.0	-2.7	0.33	0.4941	-0.1192	-0.1118	-24.449	9.2324	-2.6262	9.4303	-22.1637
6621	6621.0	0.9792	0.00060688	21020.0	56.0	-1.95	1.1	0.4205	0.7353	0.643	-23.8689	10.0712	-1.8785	10.2706	-21.566
6622	6622.0	0.9896	0.00060563	49819.0	82.0	-1.75	1.31	0.4017	0.8658	0.8511	-23.7117	10.2984	-1.6759	10.4982	-21.4042
6623	6623.0	0.0	0.00061036	72370.0	53.0	-2.51	0.79	0.5001	0.1401	0.0936	-24.3029	9.4436	-2.4379	9.6419	-22.0132
6624	6624.0	0.0104	0.00061355	64262.0	82.0	-3.02	0.4	0.5573	-0.3963	-0.4078	-24.6965	8.8746	-3.0152	9.0718	-22.4187
6625	6625.0	0.0208	0.00061057	52148.0	96.0	-2.54	0.89	0.4955	-0.0893	0.0274	-24.329	9.406	-2.5419	9.6041	-22.0401
6626	6626.0	0.0312	0.00060733	37890.0	47.0	-2.02	1.43	0.4343	0.3165	0.4851	-23.9253	9.9896	-2.022	10.1889	-21.6242
6627	6627.0	0.0417	0.00060827	141219.0	144.0	-2.29	1.27	0.457	0.1638	0.2743	-24.0428	9.8197	-2.1734	10.0186	-21.7453
6628	6628.0	0.0521	0.00060064	96891.0	253.0	-1.4	2.56	0.3313	1.2093	1.526	-23.0779	11.1098	-0.9307	11.4162	-20.7512
6629	6629.0	0.0625	0.00059818	137912.0	153.0	-0.99	2.98	0.3002	1.4438	1.8187	-22.7616	11.5668	-0.5233	11.8744	-20.4253
6630	6630.0	0.0729	0.00060091	63431.0	107.0	-1.47	2.51	0.376	0.8847	1.2816	-23.1125	11.0599	-0.9752	11.3661	-20.7868
6631	6631.0	0.0833	0.00060575	40580.0	97.0	-2.26	1.69	0.4902	-0.0165	0.378	-23.7268	10.1725	-1.7664	10.4763	-21.4197
6632	6632.0	0.0938	0.00060997	142202.0	195.0	-2.94	0.99	0.5702	-0.7816	-0.4186	-24.2545	7.6856	-2.9034	9.712	-21.9634
6633	6633.0	0.1042	0.00061351	31991.0	82.0	-3.5	0.41	0.6274	-1.2942	-0.9932	-24.6916	7.0643	-3.4637	9.0789	-22.4137
6634	6634.0	0.1146	0.00061063	62434.0	161.0	-3.04	0.33	0.557	-0.7611	-0.4993	-24.3364	7.5692	-3.0084	9.5934	-22.0477
6635	6635.0	0.125	0.00059719	43543.0	113.0	-2.47	1.43	0.3458	1.2404	1.5798	-22.6336	9.9901	-0.8255	12.0598	-20.2934
6636	6636.0	0.1354	0.00059929	110129.0	119.0	-2.81	1.07	0.3881	0.8575	1.1395	-22.9047	9.5213	-1.2081	11.6671	-20.5727
6637	6637.0	0.1458	0.00059437	36598.0	90.0	-2.73	1.91	0.3298	1.6122	1.8504	-22.2665	10.4278	-0.3903	12.5915	-19.9152
6638	6638.0	0.1562	0.00059765	30394.0	55.0	-3.62	1.35	0.3999	0.9864	1.1496	-22.6931	9.8218	-0.937	11.9736	-20.3547
6639	6639.0	0.1667	0.00059483	51373.0	138.0	-3.17	1.83	0.3619	1.2356	1.4193	-22.3266	10.3425	-0.4674	12.5044	-19.9771
6640	6640.0	0.1771	0.00059668	45583.0	34.0	-3.47	1.67	0.4052	0.6434	0.9497	-22.5674	10.0003	-3.1038	12.1556	-20.2252
6641	6641.0	0.1875	0.00060135	32456.0	69.0	-4.22	3.51	0.5041	-0.391	0.0994	-23.1688	9.1461	-3.8563	11.2846	-20.8448
6642	6642.0	0.1979	0.0006018	26767.0	38.0	-4.29	3.84	0.5132	-0.6489	-0.0471	-23.2262	9.0645	-3.9282	11.2014	-20.904
6643	6643.0	0.2083	0.00059869	47803.0	81.0	-3.79	4.38	0.447	-0.1015	0.4504	-22.8274	9.631	-3.4292	11.7791	-20.4931
6644	6644.0	0.2188	0.00059385	210690.0	376.0	-3.01	5.23	0.3622	0.5982	1.2205	-21.0414	10.5245	-3.0075	12.6901	-18.1393
6645	6645.0	0.2292	0.0005914	34856.0	120.0	-2.61	5.66	0.3258	0.9522	1.5326	-20.7143	10.9824	-2.6057	13.1569	-17.8001
6646	6646.0	0.2396	0.0005854	119506.0	235.0	-1.61	6.75	0.253	1.7253	2.3415	-19.9017	12.1199	-1.6074	14.3167	-16.9576
6647	6647.0	0.25	0.00057815	70620.0	183.0	-0.37	8.09	0.1924	2.6403	3.258	-18.8972	13.5259	-0.3736	15.7502	-15.9163
6648	6648.0	0.2604	0.00058394	64316.0	96.0	-0.84	7.01	0.3397	1.3499	1.8965	-19.7014	12.4002	-1.3614	14.6025	-16.75
6649	6649.0	0.2708	0.00058499	301459.0	242.0	-1.02	6.82	0.3643	0.8184	1.4214	-19.8455	12.1985	-1.5385	14.3968	-16.8994
6650	6650.0	0.2812	0.00060384	250248.0	395.0	-1.33	3.49	0.6426	-2.2866	-1.6712	-22.3477	8.696	-4.6121	10.8257	-19.4936
6651	6651.0	0.2917	0.00061304	370976.0	248.0	-2.81	1.93	0.7139	-3.4604	-2.9973	-23.513	7.0648	-6.0437	9.1625	-20.7017
6652	6652.0	0.3021	0.00061735	61411.0	110.0	-3.49	1.22	0.742	-3.6586	-3.4264	-24.047	6.3173	-6.6996	8.4004	-21.2554
6653	6653.0	0.3125	0.00060972	142999.0	203.0	-2.28	2.49	0.6168	-2.0774	-2.0859	-23.0966	7.6478	-5.532	9.7569	-20.27
6654	6654.0	0.3229	0.00061539	86819.0	149.0	-3.18	1.54	0.6657	-2.3704	-2.7653	-23.8051	6.6559	-6.4024	8.7457	-21.0046
6655	6655.0	0.3333	0.00061942	19720.0	44.0	-3.81	0.41	0.6977	-2.1728	-3.1532	-24.3009	5.962	-7.0114	8.0382	-21.5185
6656	6656.0	0.3438	0.00061592	74866.0	113.0	-3.26	0.08	0.636	-0.9679	-2.4451	-23.8707	5.8579	-6.483	8.6521	-21.0725
6657	6657.0	0.3542	0.000608	58435.0	66.0	-2.0	0.45	0.5156	0.7952	-1.1064	-22.879	7.2368	-5.2648	10.0674	-20.0444
6658	6658.0	0.3646	0.00060605	18190.0	80.0	-1.69	0.77	0.4891	1.1651	-0.7072	-22.6309	7.5819	-4.96	10.4216	-19.7871
6659	6659.0	0.375	0.00060599	90712.0	202.0	-1.68	0.78	0.4882	1.0297	-0.5638	-22.6232	7.5925	-4.9506	10.4325	-19.7792
6660	6660.0	0.3854	0.000605	25495.0	63.0	-0.81	0.94	0.4714	0.9399	-0.2512	-22.4966	7.1554	-4.795	10.6132	-19.6479
6661	6661.0	0.3958	0.00060989	5518.0	30.0	-1.85	0.13	0.5587	0.134	-0.7833	-23.118	6.2962	-5.5584	9.7263	-20.2922
6662	6662.0	0.4062	0.00060832	33740.0	43.0	-1.6	0.39	0.5262	0.2472	-0.1966	-22.9196	6.5706	-5.3146	10.0095	-20.0865
6663	6663.0	0.4167	0.00060391	21010.0	70.0	-0.88	1.13	0.4418	0.6582	0.7527	-22.3567	7.3488	-4.6232	10.8129	-19.5029
6664	6664.0	0.4271	0.00060945	52227.0	60.0	-1.78	0.21	0.548	-0.3895	0.1044	-23.0625	5.8856	-5.4902	9.8056	-20.2346
6665	6665.0	0.4375	0.00061054	53559.0	56.0	-1.96	0.03	0.5669	-0.5153	-0.0012	-23.1998	5.6966	-5.6589	9.6095	-20.377
6666	6666.0	0.4479	0.00060662	11231.0	34.0	-1.46	0.61	0.4822	0.1393	0.5744	-22.7036	6.3796	-5.0493	10.3178	-19.8625
6667	6667.0	0.4583	0.00060725	32031.0	32.0	-1.7	0.5	0.4964	0.0613	0.3592	-22.7838	6.2692	-5.1478	10.2034	-19.9457
6668	6668.0	0.4688	0.00060453	35787.0	41.0	-1.25	0.95	0.4365	0.5018	0.7535	-22.4363	6.4116	-4.721	10.6992	-19.5855
6669	6669.0	0.4792	0.00060939	18347.0	66.0	-2.2	0.15	0.5497	-0.3099	-0.1156	-23.0549	5.5629	-5.4809	9.8164	-20.2268
6670	6670.0	0.4896	0.00060289	55998.0	81.0	-1.27	1.16	0.4185	0.6523	0.7785	-22.2253	6.7011	-4.4618	11.0003	-19.3667
6671	6671.0	0.5	0.00060189	12513.0	29.0	-1.11	1.33	0.4013	0.7776	0.7905	-22.0961	6.8783	-4.3031	11.1848	-19.2328
6672	6672.0	0.5104	0.00060878	14331.0	37.0	-2.23	0.19	0.5499	-0.3768	-0.3417	-22.9778	3.4939	-5.3862	9.9264	-20.1469
6673	6673.0	0.5208	0.00060686	4231.0	16.0	-1.92	0.5	0.5089	-0.1374	-0.0175	-22.7341	3.8213	-5.0868	10.2742	-19.8942
6674	6674.0	0.5312	0.00060902	63991.0	69.0	-2.27	0.15	0.5527	-0.4423	-0.3389	-23.0082	3.4531	-5.4235	9.8831	-20.1783
6675	6675.0	0.5417	0.0006074	24852.0	113.0	-2.01	0.4	0.5127	-0.1737	-0.0468	-22.8028	3.729	-5.1712	10.1762	-19.9654
6676	6676.0	0.5521	0.00059727	19423.0	44.0	-0.34	1.0	0.3354	1.3675	1.5076	-21.4935	5.202	-3.5629	12.0448	-18.608
6677	6677.0	0.5625	0.0006	8585.0	37.0	-0.8	1.05	0.4006	0.7106	0.9533	-21.8507	4.7233	-4.0017	11.535	-18.9783
6678	6678.0	0.5729	0.00059702	28674.0	69.0	-0.3	1.99	0.3561	1.0904	1.3803	-21.4606	5.2461	-3.5225	12.0917	-18.5739
6679	6679.0	0.5833	0.0005954	38558.0	34.0	-0.03	2.27	0.3327	1.2292	1.4988	-21.2469	5.5324	-3.26	12.3967	-18.3524
6680	6680.0	0.5938	0.00059867	34174.0	33.0	-0.28	1.71	0.4222	0.4652	0.8122	-21.6771	4.956	-3.7884	11.7828	-18.7983
6681	6681.0	0.6042	0.00060132	7220.0	21.0	-0.72	1.26	0.4872	-0.0927	0.3092	-22.0223	4.4934	-4.2124	11.2902	-19.1562
6682	6682.0	0.6146	0.0006	9781.0	22.0	-0.48	1.49	0.4573	-0.0608	0.4493	-21.8507	4.7233	-4.0017	11.535	-18.9783
6683	6683.0	0.625	0.00059996	3042.0	14.0	-0.48	1.49	0.4563	-0.2092	0.4052	-21.8455	4.7303	-3.9953	11.5424	-18.9729
6684	6684.0	0.6354	0.00059873	6486.0	19.0	-0.27	1.7	0.4234	0.0263	0.4928	-21.685	4.9455	-3.798	11.7716	-18.8065
6685	6685.0	0.6458	0.00059744	19590.0	39.0	-0.06	2.46	0.3891	0.1887	0.649	-21.5159	5.1721	-3.5903	12.0129	-18.6312
6686	6686.0	0.6562	0.00060225	14754.0	72.0	-0.54	2.43	0.5483	-0.5029	-0.1509	-22.1427	4.3321	-4.3603	11.1183	-19.281
6687	6687.0	0.6667	0.00060547	16972.0	90.0	-1.07	1.89	0.6247	-0.8242	-0.7183	-22.5567	3.7772	-4.8689	10.5274	-19.7103
6688	6688.0	0.6771	0.00060706	11780.0	26.0	-1.33	2.13	0.6581	-0.9112	-0.9762	-22.7596	2.9552	-5.1181	10.2379	-19.9206
6689	6689.0	0.6875	0.00060356	19432.0	38.0	-0.76	3.52	0.5359	-0.2902	-0.4623	-22.3117	3.5523	-4.5679	10.8771	-19.4562
6690	6690.0	0.6979	0.00060517	19669.0	28.0	-1.02	4.07	0.5779	-0.4486	-0.7516	-22.5184	3.2768	-4.8218	10.5822	-19.6705
6691	6691.0	0.7083	0.00060243	8105.0	34.0	-0.57	4.92	0.4898	0.0554	-0.2431	-22.166	3.7465	-4.3889	11.0851	-19.3051
6692	6692.0	0.7188	0.00060497	12878.0	39.0	-0.99	4.47	0.562	-0.2358	-0.6072	-22.4927	3.3109	-4.7903	10.6187	-19.6439
6693	6693.0	0.7292	0.00060343	40233.0	86.0	-0.74	5.68	0.5109	0.1429	-0.2827	-22.2949	3.5746	-4.5473	10.901	-19.4389
6694	6694.0	0.7396	0.00060849	13917.0	119.0	-0.31	4.8	0.6374	-0.5616	-0.9685	-22.9411	2.7133	-5.3411	9.9788	-20.1088
6695	6695.0	0.75	0.00061212	25555.0	101.0	-0.5	4.18	0.7019	-1.0155	-1.4093	-23.3981	2.1042	-5.9024	9.3266	-20.5826
6696	6696.0	0.7604	0.00061362	11322.0	53.0	-0.41	3.92	0.7255	-1.1239	-1.5167	-23.5853	3.9243	-6.1325	9.0594	-20.7767
6697	6697.0	0.7708	0.00061464	62750.0	118.0	-0.0	3.75	0.7417	-1.0626	-1.5213	-23.7121	3.7518	-6.2882	8.8784	-20.9082
6698	6698.0	0.7812	0.0006199	169862.0	167.0	-0.24	2.87	0.8093	-1.6051	-2.1425	-24.3595	2.8714	-7.0834	7.9545	-21.5793
6699	6699.0	0.7917	0.0006248	131023.0	245.0	-0.6	2.06	0.8516	-1.9292	-2.6318	-24.9527	2.0647	-7.8121	7.1079	-22.1943
6700	6700.0	0.8021	0.00062722	137280.0	232.0	-0.91	1.67	0.8684	-1.8642	-2.6909	-25.2422	1.6709	-8.1678	6.6946	-22.4945
6701	6701.0	0.8125	0.00062501	114072.0	154.0	-0.56	2.03	0.7749	-1.0856	-2.1041	-24.9779	2.0304	-7.8431	7.0719	-22.2204
6702	6702.0	0.8229	0.00062999	93652.0	259.0	-1.34	1.22	0.8246	-1.4409	-2.6185	-25.5709	1.2238	-8.5716	6.2255	-22.8353
6703	6703.0	0.8333	0.00063418	113580.0	177.0	-2.0	0.18	0.8558	-1.6573	-2.9768	-26.0627	0.555	-9.1756	5.5237	-23.3451
6704	6704.0	0.8438	0.00062552	82393.0	64.0	-0.64	1.53	0.5988	-0.058	-1.3995	-25.0391	1.9472	-7.9182	6.9846	-22.2839
6705	6705.0	0.8542	0.00062552	35696.0	80.0	-0.64	1.53	0.5988	0.1595	-1.1826	-25.0391	1.9472	-7.9182	6.9846	-22.2839
6706	6706.0	0.8646	0.00062996	87552.0	132.0	-1.34	0.82	0.6683	-0.3468	-1.5877	-25.5674	1.2286	-8.5672	6.2306	-22.8316
6707	6707.0	0.875	0.00063326	108769.0	142.0	-1.85	0.29	0.7116	-0.6992	-1.8027	-25.9553	0.7011	-9.0437	5.677	-23.2337
6708	6708.0	0.8854	0.00062737	63049.0	137.0	-0.93	1.13	0.5595	0.2361	-0.6264	-25.2601	1.6466	-8.1897	6.6691	-22.513
6709	6709.0	0.8958	0.00062676	166000.0	177.0	-0.76	1.23	0.5454	0.3686	-0.3354	-25.1874	1.7455	-8.1004	6.7729	-22.4376
6710	6710.0	0.9062	0.0006283	25505.0	103.0	-0.32	0.98	0.5768	0.0889	-0.408	-25.3707	1.4961	-8.3256	6.5112	-22.6277
6711	6711.0	0.9167	0.00063092	42671.0	65.0	-0.69	0.56	0.6278	-0.3913	-0.6387	-25.6806	1.0746	-8.7063	6.0689	-22.949
6712	6712.0	0.9271	0.00063213	24097.0	87.0	-0.97	0.37	0.6505	-0.4513	-0.6445	-25.8229	0.8811	-8.8811	5.8659	-23.0965
6713	6713.0	0.9375	0.00063085	59023.0	123.0	-1.0	0.57	0.605	-0.1437	-0.3272	-25.6724	1.0858	-8.6962	6.0807	-22.9405
6714	6714.0	0.9479	0.00063252	44443.0	83.0	-1.27	0.12	0.643	-0.3567	-0.509	-25.8686	0.8189	-8.9373	5.8006	-23.1439
6715	6715.0	0.9583	0.00062792	50845.0	89.0	-0.54	0.86	0.4911	0.267	0.2273	-25.3256	1.5575	-8.2702	6.5757	-22.5809
6716	6716.0	0.9688	0.00063145	40232.0	70.0	-1.1	0.23	0.5799	-0.2128	-0.265	-25.743	0.9898	-8.783	5.9799	-23.0137
6717	6717.0	0.9792	0.00063003	24189.0	35.0	-0.88	0.93	0.536	0.077	-0.0398	-25.5757	1.2174	-8.5774	6.2188	-22.8402
6718	6718.0	0.9896	0.00063251	74091.0	40.0	-1.26	0.55	0.598	-0.2322	-0.4493	-25.8675	0.8205	-8.9358	5.8023	-23.1427
6719	6719.0	0.0	0.00063139	51645.0	55.0	-1.09	0.73	0.5587	-0.0459	-0.2108	-25.736	0.9994	-8.7743	5.99	-23.0064
6720	6720.0	0.0104	0.00063249	214472.0	47.0	-1.26	0.55	0.5896	-0.2127	-0.3108	-25.8651	0.8237	-8.9329	5.8056	-23.1403
6721	6721.0	0.0208	0.00063027	27791.0	79.0	-0.91	0.91	0.5061	0.1273	0.0436	-25.604	1.1789	-8.6122	6.1783	-22.8696
6722	6722.0	0.0312	0.00062628	24749.0	96.0	-0.28	1.55	0.3902	0.6407	0.6067	-25.13	1.8235	-8.03	6.8548	-22.3782
6723	6723.0	0.0417	0.00063057	62901.0	91.0	-0.51	0.86	0.5263	0.0085	-0.044	-25.6394	1.1307	-8.6557	6.1278	-22.9063
6724	6724.0	0.0521	0.00063055	10441.0	45.0	-0.41	0.86	0.5256	-0.0061	-0.0007	-25.637	1.1339	-8.6528	6.1312	-22.9038
6725	6725.0	0.0625	0.00062981	12498.0	44.0	-0.29	0.98	0.4995	0.107	0.1327	-25.5497	1.2528	-8.5454	6.2559	-22.8132
6726	6726.0	0.0729	0.00063119	56970.0	180.0	-0.51	0.76	0.5484	-0.138	-0.0833	-25.7124	1.0314	-8.7454	6.0235	-22.982
6727	6727.0	0.0833	0.00063466	31254.0	56.0	-0.81	0.73	0.6489	-0.6196	-0.6031	-26.1186	0.479	-9.2443	5.4439	-23.4031
6728	6728.0	0.0938	0.00063598	46759.0	59.0	-1.02	0.52	0.6805	-0.7573	-0.7556	-26.2719	0.2704	-9.4327	5.225	-23.5621
6729	6729.0	0.1042	0.00063138	34059.0	50.0	-0.3	1.25	0.4983	-0.0123	-0.0446	-25.7348	1.001	-8.7728	5.9916	-23.0052
